,lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
1457,"(Chorus)

If I never feel you in my arms again
If I never feel your tender kiss again
If I never hear ""I love you"" now and then
Will I never make love to you once again?
Please understand... if love ends
Then I promise you, I promise you that
That I shall never breathe again
(Breathe again, breathe again)
That I shall never breathe again

And I can't stop thinking about
About the way things used to be
And I can't stop thinking about
About the love that you made to me
And I can't get you out of my head
How in the world will I begin
To let you walk right out my life
And blow my heart away?
And I can't stop caring about
About the apple of my eye
And I can't stop doing without
Without the center of my life
And I can't get you out of my head
And I know I can't pretend
That I won't die if you decide
You won't see me again

(Chorus)

And I can't stop thinking about
About the way my life would be
No, I can't stop thinking about
How could you love me then leave?
And I can't get you out of my mind
God knows how hard I've tried
And if you walk right out my life
God knows I'd surely die
And I can't stop doing without
Without the wailing of my heart
No, I can't stop doing without
For I would surely fall apart
And I can't get you out of my mind
And I know I can't deny it
And I would die if you decide
You won't see me again

(Chorus)","['hip hop rnb and dance hall', 'pop', 'r&b']",324.9,7,1994,4.4,99.23,281,41,"{'neg': 0.085, 'neu': 0.752, 'pos': 0.162, 'compound': 0.9418000000000001}",Breathe Again,0.9,Toni Braxton,21,13
1458,"When it's love you give
I'll be a man of good faith
then in love you live.
I'll make a stand. I won't break
I'll be the rock you can build on,
be there when you're old,
to have and to hold.

When there's love inside
I swear I'll always be strong
then there's a reason why.
I'll prove to you we belong
I'll be the wall that protects you
from the wind and the rain,
from the hurt and pain.

Let's make it all for one and all for love.
Let the one you hold be the one you want,
The one you need,
Cause when it's all for one it's one for all.
When there's someone that should know
Then just let your feelings show
And make it all for one and all for love.

When it's love you make
I'll be the fire in your night.
When it's love you take.
I will defend, I will fight
I'll be there when you need me.
And honor's at stake,
This vow I will make

That it's all for one and all for love.
Let the one you hold be the one you want,
The one you need.
Cause when it's all for one it's one for all.
When there's someone that should know
Then just let your feelings show
And make it all for one and all for love.

Don't lay our love to rest
Cause we can stand up to the test.
We got everything, that and more
Then we had planned,
More than the rivers that run the land.
We've got it all, in our hands.

Now it's all for one and all for love.
Let the one you hold be the one you want
The one you need,
Cause when it's all for one it's one for all.
When there's someone that should know
then just let your feelings show.
When there's someone that you want,
when there's someone that you need
Let's make it all, all for one and all for love.","['blues rock', 'british', 'easy listening soundtracks and musicals', 'english', 'folk rock', 'pop', 'pop rock', 'pop/rock', 'rock', 'roots rock', 'standards', 'uk']",384.3,8,1994,4.4,107.69,338,51,"{'neg': 0.026000000000000002, 'neu': 0.859, 'pos': 0.115, 'compound': 0.9876}",All For Love,-0.30000000000000004,"Bryan Adams, Rod Stewart and Sting",10,13
1459,"She leads a lonely life
She leads a lonely life

When she woke up late in the morninglight
And the day had just begun
She opened up her eyes and thought:
""Oh, what a morning""

It's not a day for work, ah
It's a day for catching tan
Just laying on the beach and having fun
She's going to get you

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants

All that she wants

So if you are in sight and the day is right
She's a hunter, you're the fox
The gentle voice that talks to you
Won't talk forever

It is a night for passion
But the morning means goodbye
Beware of what is flashing in her eyes
She's going to get you

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

Ohohoho

Ohohoho

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheah

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeaheaheah

All that she wants
All that she wants","['adult contemporary', 'dance-pop', 'electronic', 'eurodance', 'european', 'europop', 'pop', 'pop reggae', 'swedish']",306.0,9,1994,4.4,90.77,244,40,"{'neg': 0.02, 'neu': 0.9420000000000001, 'pos': 0.037, 'compound': 0.6369}",All That She Wants,2.1,Ace Of Base,16,34
1460,"I will survive without you

Don't tell me that you wanna leave

If you wanna leave
I won't beg you to stay
And if you gotta go, darling
Maybe it's better that way

I'm gonna be strong, I'm gonna do fine
Don't worry about this heart of mine

Just walk out that door
Yeah, see if I care
Go on and go now, but

Don't turn around
'Cause you're gonna see my heart breaking
Don't turn around
I don't want you seeing me cry

Just walk away
It's tearing me apart that you're leaving
I'm letting you go
But I won't let you know

I won't let you know

I won't miss your arms around me
Holding me tight (Holding me tight)
If you ever think about me
Just know that I'll be alright (I'll be alright)

I'm gonna be strong, I'm gonna do fine
Don't worry about this heart of mine

I know I'll survive
Sure I'll make it through
And I'll even learn to live without you

Don't turn around
'Cause you're gonna see my heart breaking
Don't turn around
I don't want you seeing me cry

Just walk away
It's tearing me apart that you're leaving
I'm letting you go
But I won't let you know

I wish I could scream out loud that I love you
I wish I could say to you: ""Don't go""

As he walks away he feels the pain getting strong
People in your life they don't know what's going on
Too proud to turn around
He's gone

Don't turn around
'Cause you're gonna see my heart breaking
Don't turn around
I don't want you seeing me cry

Just walk away
It's tearing me apart that you're leaving
I'm letting you go

Baby, don't turn around!
Ohohoho
Don't turn around
Ohohoho

Just walk away
Ohohoho
It's tearing me apart that you're leaving
I'm letting you go

Don't turn around!
Ohohoho
Don't turn around
Ohohoho

Just walk away
Ohohoho","['adult contemporary', 'dance-pop', 'electronic', 'eurodance', 'european', 'europop', 'pop', 'pop reggae', 'swedish']",393.3,10,1994,4.0,100.24,326,57,"{'neg': 0.074, 'neu': 0.781, 'pos': 0.145, 'compound': 0.9767}",Don't Turn Around,0.5,Ace Of Base,20,48
1530,"If I should stay
I would only be in your way
So I'll go, but I know
I'll think of you every step of the way

And I will always love you
I will always love you
You, my darling you, mmm

Bittersweet memories
That is all I'm taking with me
So goodbye, please don't cry
We both know I'm not what you, you need

And I will always love you
I will always love you, yeah, yeah

I hope life treats you kind
And I hope you have all you've dreamed of
And I wish you joy and happiness
But above all this, I wish you love

And I will always love you
I will always love you
I will always love you
I will always love you
I will always love you
I, I will always love you
Darling, I love you
I'll always, I'll always love you","['adult contemporary', 'contemporary r&b', 'dance-pop', 'death by drowning', 'new jack swing', 'o happy day', 'pop', 'pop soul', 'r&b', 'soul and reggae']",176.4,1,1993,4.4,99.23,150,24,"{'neg': 0.006, 'neu': 0.449, 'pos': 0.545, 'compound': 0.9993000000000001}",I Will Always Love You,0.9,Whitney Houston,6,10
1531,"Wise men say
Only fools rush in
But I can't help
Falling in love with you

Wise men say
Only fools rush in
But I can't help
Falling in love with you

Shall I stay
Would it be a sin
If I can't help
Falling in love with you?

As a river flows
Gently to the sea
Darling, so it goes
Some things are meant to be

Take my hand
Take my whole life too
I can't help
Falling in love with you

As a river flows
Gently to the sea
Darling, so we go
Some things were meant to be

Take my hand
Take my whole life too
I can't help
Falling in love with you

I can't help
Falling in love with you
I can't help
Falling in love with you
I can't help
Falling in love with you","['birmingham', 'british', 'classic pop and rock', 'dub', 'english', 'pop', 'pop reggae', 'reggae', 'roots reggae', 'soul and reggae', 'uk']",161.1,3,1993,3.6,109.72,141,34,"{'neg': 0.145, 'neu': 0.486, 'pos': 0.369, 'compound': 0.9919}",Can't Help Falling In Love,-1.0,UB40,4,23
1532,"Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire?
That's the way love goes

Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire?

Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire?
That's the way love goes

Like a moth to a flame
Burned by the fire
That's the way love goes
My love is blind
Can't you see my desire?

Come with me, don't you worry
I'm gonna make you crazy
I'll give you the time of your life

I'm gonna take you places
You've never been before and
You'll be so happy that you came

Ooh, I'm gonna take you there, ooh

That's the way love goes, hoo
That's the way love goes
That's the way love goes
That's the way love goes

Don't mind if I light candles
I like to watch us play and
Baby, I've got on what you like

Come closer, baby closer
Reach out and feel my body
I'm gonna give you all my love

Ooh, sugar don't you hurry
You've got me here all night
Just close your eyes and hold on tight

Ooh baby, don't stop, don't stop
Go deeper, baby deeper
You feel so good I'm gonna cry

Ooh, I'm gonna take you there, ooh

That's the way love goes, hoo
That's the way love goes
That's the way love goes, it goes, it goes
Ooh, that's the way love goes

That's the way love goes
Reach out and feel my body
That's the way love goes, don't you know
That's the way

Like a moth to a flame
Burned by the fire
My love is blind
Can't you see my desire?

Like a moth to a flame
Burned by the fire My love is blind
Can't you see my desire?
That's the way love goes

That's the way love goes, hoo
That's the way love goes","['dance', 'janet jackson escapade', 'janet-jackson', 'pop', 'pop and chart', 'the queen']",397.8,4,1993,4.0,100.24,337,61,"{'neg': 0.082, 'neu': 0.61, 'pos': 0.309, 'compound': 0.9987}",That's The Way Love Goes,0.5,Janet Jackson,16,47
1533,"I don't know what it is that you've done to me
But it's caused me to act in such a crazy way
Whatever it is that you do when you do what you do to me
It's a feeling that I don't understand

'Cause my heart starts beating triple time
With thoughts of loving you on my mind
I can't figure out just what to do
When the cause and cure is you

I get so weak in the knees I can hardly speak
I lose all control and something takes hold of me
In a daze, you look so amazing
It's not a phase, I need you to stay with me

By my side, I swallow my pride
Your love is so sweet
It knocks me right off of my feet
I can't explain why your loving makes me weak

Time after time after time I try to fight it
Your love is strong it keeps on holding on
Resistance is down when you're around, cries fading
In your condition I don't want to be alone

'Cause my heart starts beating triple time
With thoughts of loving you on my mind
I can't figure out just what to do
When the cause and cure is you, oh

I get so weak in the knees I can hardly speak
I lose all control and something takes hold of me
In a daze, you look so amazing
It's not a phase, I need you to stay with me

By my side, I swallow my pride
Your love is so sweet
It knocks me right off of my feet
I can't explain why your loving makes me weak

I try hard to fight it
No way can I deny it
Your love so sweet
Knocks me off my feet

I get so weak in the knees I can hardly speak
I lose all control and something takes hold of me
In a daze, you look so amazing
It's not a phase, I need you to stay with me

By my side, I swallow my pride
Your love is so sweet
It knocks me right off of my feet
I can't explain why your loving makes me weak

I get so weak
Blood starts racing through my veins
I get so weak
Boy it's something I can't explain

I get so weak
Something 'bout the way ya do the things you do it
Knocks me right off of my feet, oh
I can't explain why your lovin' makes me weak

I get so weak in the knees I can hardly speak
I lose all control and something takes hold of me
In a daze, you look so amazing
It's not a phase, I need you to stay with me

By my side, I swallow my pride
Your love is so sweet
It knocks me right off of my feet
I can't explain why your loving makes me weak","['hip hop rnb and dance hall', 'new jack swing']",547.2,6,1993,5.2,105.66,485,60,"{'neg': 0.154, 'neu': 0.672, 'pos': 0.17500000000000002, 'compound': 0.972}",Weak,0.5,SWV,21,42
1534,"The very first time
That I saw your brown eyes
Your lips said ""Hello""
And I said ""Hi""

I knew right then you were the one
But I was caught up
In physical attraction
But to my satisfaction
Baby you were more than just a phase

And if I ever (ever fall) in love again (again)
I will be sure that the lady is a friend
And if I ever (ever fall) in love so true (true)
I will be sure that the lady's just like you

Oooh
Yeah, baby, yeah
Ma-ma, ma-my, ma-my
I swear next time she'll be my friend

If I say that I can be your one and only
(Promise, promise) Promise that you'll never leave me lonely
I just wanna be the one you need
Oh baby
I just wanna be the one who serves you
Sometime I feel as if I don't deserve you
I cherish every moment that we share

And if I ever (ever fall) in love again (again)
I will be sure that the lady is a friend
And if I ever (ever fall) in love so true (true)
I will be sure that the lady's just like you

Very next time she will be my friend
Someone who I can believe in
(My friend)

And if I ever (ever fall) in love again (again)
I will be sure that the lady is a friend
And if I ever (ever fall) in love so true (true)
I will be sure that the lady's just like you",['r&b'],314.1,7,1993,4.800000000000002,98.21,255,32,"{'neg': 0.012, 'neu': 0.671, 'pos': 0.318, 'compound': 0.9979}",If I Ever Fall In Love,1.3,Shai,24,14
1535,"Ooh

Doo doo doo doo doo doo doo
Ooh, baby
Doo doo doo doo doo doo doo
Ooh, baby

I need a lover to give me
The kind of love that will last always
I need somebody uplifting
To take me away, baby oh yeah

I want a lover who knows me, yeah
Who understands how I feel inside
Someone to comfort and hold me
Through the long lonely nights
Till the dawn
Why don't you take me away?

Dreamlover, come and rescue me
Take me up take me down
Take me anywhere you want to baby, now
I need you so desperately
Won't you please come around?
'Cause I wanna share forever with you, baby

Doo doo doo doo doo doo doo
Ooh, baby

I don't want another pretender, no
To disillusion me one more time
Whispering words of ""forever""
Playing with my mind, no no
N-n-no, n-n-no

I need someone to hold on to
The kind of love that won't fly away
I just want someone to belong to
Every day of my life
Always
So come and take me away

Dreamlover, come rescue me
Take me up take me down, oh baby
Take me anywhere you want to baby now
I need you so desperately
Won't you please come around?
'Cause I wanna share forever with you, baby

Doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Baby, come take me away

Dreamlover, come rescue me
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately
Won't you please come around?
'Cause I wanna share forever with you, baby

Doo doo doo doo doo doo doo

Dreamlover, come rescue me
Take me up take me down
Take me anywhere you want to baby now
I need you so desperately, come on baby
Won't you please come around?
'Cause I wanna share forever with you, baby","['american', 'girl', 'pop', 'pop and chart', 'rnb', 'whistle register']",432.0,8,1993,4.4,90.77,322,50,"{'neg': 0.091, 'neu': 0.752, 'pos': 0.157, 'compound': 0.9626}",Dreamlover,2.1,Mariah Carey,24,32
1536,"Yeah

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

Check, baby, check, baby, 1-2-3-4
Check, baby, check, baby, 1-2-3
Check, baby, check, baby, 1-2
Check, baby, check, baby, 1

It's called the rump shaker, the piece is like sweeter than candy
I'm feelin' manly and you say it's comin' in handy
Slidin' my claws from New York down by your Virginia
Ticklin' you around Delaware before I enter
Total seduction, from face, hips, to feet
A wiggle and jiggle can make the night complete
Now since you got the body of the year, come and get the award
Here's a hint, it's like a long sharp sword
Flip tail, so let me see you shake it up like dice
The way you shake your rump is turnin' mighty men to mice
But A+ got a surprise that's a back breaker
Now let me see you shake your rump like a rump shaker

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

Check, baby, check, baby, 1-2-3-4
Check, baby, check, baby, 1-2-3
Check, baby, check, baby, 1-2
Check, baby, check, baby, 1

It's Teddy, ready with the 1-2 checker
Wreckx-N-Effect is in effect, but I'm the wrecker
Off the track, â€˜bout the honey shakin' rumps and they backs in
Booties of the cuties steady shakin' but relaxin'
The action is packed than a jam like the kinds of beat
Bound to get you up, cold flowin' like a faucet
Not meant to make you sit, not meant to make you jump
But Jet make the hotties in the parties shake your rump
I like the way you comb your hair, uh
I like the stylish clothes you wear, uh
It's just the little things you do, uh
That makes me wanna get with you, uh

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

Shake it, shake it, shake it, now shake it
She could spend every birthday butt naked
Body and soul, makin' me wanna squish her
More just in the game a rumper like a sub-woofer
Shake it to the left, shake it to the right
I don't mind stickin' it to her every single night
Come on pass the poom-poom, send it to papa
Shake it, baby, shake it, baby, shake it, don't stoppa
Let me see you do the booty hock, and now I'll make the booty stock
Now drop and do the booty rock
The way you're shakin' your grill's really kill
It's makin' broth' ills up a whole lot of pills
But I ain't into trickin' just to treatin'
And I ain't into treatin' every trick that I'm meetin'
No, no, no, no, no, no, no
Yeah, shake it, baby, shake it down, shake it like that

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

Check, baby, check, baby, 1-2-3-4
Check, baby, check, baby, 1-2-3
Check, baby, check, baby, 1-2
Check, baby, check, baby, 1-1

Check, baby, check, baby, 1-2-3-4
Check, baby, check, baby, 1-2-3
Check, baby, check, baby, 1-2
Check, baby, check, baby, 1-1

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

Check, baby, check, baby, 1-2-3-4
Check, baby, check, baby, 1-2-3
Check, baby, check, baby, 1-2
Check, baby, check, baby, 1-1

Check, baby, check, baby, 1-2-3-4
Check, baby, check, baby, 1-2-3
Check, baby, check, baby, 1-2
Check, baby, check, baby, 1-1

All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

All I wanna do is zoom-zoom-zoom-zoom
All I wanna do is zoom-zoom-zoom-zoom
Just shake your rump
All I wanna do is zoom-zoom-zoom-zoom and a boom-boom
Just shake your rump

Break it down
Just shake your rump
WNE is in effect
Peace
And we out",['hip hop rnb and dance hall'],1048.5,9,1993,4.800000000000002,98.21,849,119,"{'neg': 0.126, 'neu': 0.8180000000000001, 'pos': 0.056, 'compound': -0.9887}",Rump Shaker,1.3,Wreckx-N-Effect,60,90
1537,"Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Police-a them-a they come and-a they blow down me door
Break in an' crawl through, through my window
So they put me in the back the car at the station
From that point on I reach my destination
Well the destination reached in down-a East detention
Where they whip down me pants look up me bottom

So informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

So, bigger they are they think they have more power
There on the phone me say that on every hour
Me for want to use it once and-a me call me lover
Lover who me callin'-a the one Tammy

And me love her in my heart down to my belly-a
Yes say Daddy Me Snow me I feel cool and deadly
Yes the one MC Shan and the one Daddy Snow
Together we-a love 'em is a tornado

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

So listen for me, ya better listen for me now
Listen for me, ya better listen for me now
When-a me rock-a the microphone, me rock on steady-a
Yes-a Daddy Me Snow me are the article don
But when i'm-a at a dance an they say, ""Where ya come from?""
People them say I come from Jamaica
But me born and raised in the ghetto that's all I want ya to know-a
Pure black people man, that's all a man know
Yeah me shoes used to tear up an-a my toes used to show-a
Where me-a born is-a the one Toronto

So informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Come with a nice young lady
Intelligent, yes she gentle and irie
Everywhere me go me never lef' her at all-ie
Yes-a Daddy Snow me are the roam dance man-a

Roam between-a dance in-a every nation-a
You never know say Daddy Me Snow me am a boom shakata
Me never lay-a down flat in-a one cardboard box-a
Yes-a Daddy Me Snow me-a go reachin' at tha top

So informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Why would he?
Why would he, would he, would he?


Me sittin round cool with my dibby dibby girl
Police knock my door, link up my pal
Rough me up and I can't do a thing
Pick up my line when my telephone ring
Take me to the station, black up my hands
Trail me down 'cause I'm hangin' with the Snowman
What an I gonna do, I'm backed and I'm trapped
Smack me in my face, took all of my gap
They have no clues and they wanna get warmer
But Shan won't turn informer

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down

Informer
You no say Daddy Me Snow me-a gon' blame
I lick he bum bum down
'tective man they say, say Daddy Me Snow me stab someone down the lane
I lick he bum bum down","['canadian', 'canadian rap', 'dancehall', 'hip hop', 'pop and chart', 'reggae']",1033.2,10,1993,5.6,96.18,869,96,"{'neg': 0.125, 'neu': 0.8140000000000001, 'pos': 0.061, 'compound': -0.9956}",Informer,2.1,Snow,62,80
1600,"Spoken:
Girl you know we belong together.
I don't have no time for you to be playing with my heart like this.
You'll be mine forever baby, you just see.

We belong together and you know that I'm right
Why do you play with my heart, why do you play with my mind
Said we'd be forever, said it'd never die
How could you love me and leave me and never say goodbye

Well I can't sleep at night without holding you tight
Girl each time I try I just break down and cry
Pain in my head, oh I'd rather be dead
Spinnin' it 'round and around

Although we've come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you

Come to the end of the road
Still I can't let go
It's unnatural, you belong to me, I belong to you

Girl I know you really love me, you just don't realize
You've never been there before, it's only your first time
Maybe I'll forgive you, (hmm) maybe you'll try
We should be happy together forever, you and I

Can you love me again like you loved me before?
This time I want you to love me much more
This time instead, just come to my bed
And baby just don't let me, don't let me down

Although we've come to the end of the road
Still I can't let go (can't let go, baby)
It's unnatural, you belong to me, I belong to you

Come to the end of the road (I don't know what I'm going to do)
Still I can't let go (Oh my God, oh my God)
It's unnatural, you belong to me, I belong to you

Spoken:
Girl, I'm here for you.
All those times at night when you just hurt me
And just run out with that other fella.
Baby I knew about it, I just didn't care
You just don't understand how much I love you do you.
I'm here for you.

I'm not out to go out and cheat at night, just like you did baby
But that's alright, (Huh) I love you anyway.
And I'm still gonna be here for you till my dying day baby.
Right now, I'm just in so much pain baby
'Cause you just won't come back to me.
Will you just come back to me.
(Lonely) Yes baby my heart is lonely.
(Lonely) My heart hurts baby.
(Lonely) I feel pain too.
Baby please.

This time instead, just come to my bed
And baby just don't let me down

Although we've come, to the end of the road  lthough we've come to the end of the road)
Still I can't let go (I know I just can't let go, no, no no)
It's unnatural (No no no no no no) you belong to me
I belong to you (I don't know what I'm gonna do)
Come, (I don't know what I'm gonna do 'cause I know I've come to the end of the road, the end of the road)
To the end of the road
Still I can't let go (Oh my God, oh my god, help me out of this baby)
It's unnatural, you belong to me, I belong to you

Although we've come, to the end of the road
Still I can't let go (Alright, alright alright)
It's unnatural (It's unnatural), you belong to me (You belong to me)
I belong to you (I belong to you, whoa)

Come to the end of the road (Although we've come to the end of the road)
Still I can't let go (I know I just can't let go, no, no no)
It's unnatural (No no no no no no), you belong to me, I belong to you","['contemporary r&b', 'new jack swing', 'pop', 'pop soul', 'smooth soul', 'soul', 'soul and reggae']",729.9,1,1992,6.0,95.17,634,63,"{'neg': 0.048, 'neu': 0.8140000000000001, 'pos': 0.137, 'compound': 0.9938}",End Of The Road,2.5,Boyz II Men,33,22
1601,"Oh my God, Becky, look at her butt
It is so big
She looks like one of those rap guys' girlfriends
But, you know,
Who understands those rap guys?
They only talk to her because she looks like a total prostitute, okay?

I mean her butt
It's just so big
I can't believe it's just so round
It's like out there
I mean, gross
Look, she's just so... black!

I like big butts and I cannot lie
You other brothers can't deny
That when a girl walks in with an itty-bitty waist
And a round thing in your face
You get sprung

Wanna pull up tough
'Cause you noticed that butt was stuffed?
Deep in the jeans she's wearing
I'm hooked and I can't stop staring

Oh, baby, I wanna get wit'cha
And take your picture
My homeboys tried to warn me
But that butt you got makes m-m-me so horny

Ooh, rump of smooth skin 
You say you wanna get in my Benz
Well use me, use me, 'cause you ain't that average groupie

I've seen them dancin'
To hell with romancin'
She's sweat, wet, got it goin' like a turbo 'Vette
I'm tired of magazines
Sayin' flat butts are the thing
Take the average black man and ask him that

She gotta pack much back, so...
Fellas (yeah), fellas (yeah)
Has your girlfriend got the butt? (hell yeah)
Tell them to shake it (shake it), shake it (shake it)
Shake that healthy butt
Baby got back

(L.A. face with an Oakland booty)
Baby got back
(L.A. face with an Oakland booty)

I like 'em round and big
And when I'm throwin' a gig
I just can't help myself
I'm actin' like an animal
Now here's my scandal
I wanna get you home
And uh, double-up, uh, uh

I ain't talkin' bout Playboy
'Cause silicone parts are made for toys
I want 'em real thick and juicy
So find that juicy double
Mix-a-Lot's in trouble
Beggin' for a piece of that bubble

So I'm lookin' at rock videos
Knock-kneed bimbos walkin' like hoes
You can have them bimbos
I'll keep my women like Flo Jo

A word to the thick soul sistas
I wanna get wit'cha
I won't cuss or hit ya
But I gotta be straight when I say I wanna *breathing*
Til the break of dawn

Baby got it goin' on
A lot of simps won't like this song
'Cause them punks like to hit it and quit it
And I'd rather stay and play
'Cause I'm long and I'm strong
And I'm down to get the friction on

So ladies (yeah), ladies (yeah)
If you wanna role in my Mercedes? (yeah)
Then turn around, stick it out
Even white boys got to shout
""Baby got back!""

Baby got back
Yeah, baby
When it comes to females
Cosmo ain't got nothin' to do with my selection
36-24-36 ha ha
Only if she's 5'3""

So your girlfriend rolls a Honda
Playin' workout tapes by Fonda
But Fonda ain't got a motor in the back of her Honda
My anaconda don't want none unless you got buns, hun
You can do side bends or sit-ups but please don't lose that butt

Some brothers wanna play that hard role
And tell you that the butt ain't gold
So they toss it and leave it
And I pull up quick to retrieve it
So Cosmo says you're fat
Well I ain't down with that

'Cause your waist is small and your curves are kickin'
And I'm thinkin' 'bout stickin'
To the beanpole dames in the magazines
You ain't it, Miss Thing!
Give me a sister, I can't resist her
Red beans and rice didn't miss her

Some knucklehead tried to diss
'Cause his girls are on my list
He had game but he chose to hit 'em
And I pull up quick to get wit 'em

So ladies if the butt is round
And you want a triple X throw down
Dial 1-900-MIXALOT and kick them nasty thoughts
Baby got back!

Baby got back!

Little in the middle but she got much back
Little in the middle but she got much back
Little in the middle but she got much back
Little in the middle but she got much back","['american', 'hip hop', 'hip-hop', 'pop and chart']",838.8,2,1992,4.4,99.23,709,111,"{'neg': 0.037, 'neu': 0.882, 'pos': 0.081, 'compound': 0.9661000000000001}",Baby Got Back,0.9,Sir Mix-a-Lot,91,28
